doenca,localidade,ano,semana_epidemiologica,semana_ano,data_inicio_semana,casos_notificados,casos_confirmados,casos_fem,casos_masc,casos_0_19,casos_20_59,casos_60_mais
Influenza,Baixada Santista,2022,13,202213,2022-03-27,28,0,7,21,28,0,0
Influenza,Baixada Santista,2022,14,202214,2022-04-03,49,0,20,29,49,0,0
Influenza,Baixada Santista,2022,15,202215,2022-04-10,41,0,21,20,41,0,0
Influenza,Baixada Santista,2022,16,202216,2022-04-17,37,0,21,16,37,0,0
Influenza,Baixada Santista,2022,17,202217,2022-04-24,35,0,16,19,35,0,0
Influenza,Baixada Santista,2022,18,202218,2022-05-01,44,0,22,22,44,0,0
Influenza,Baixada Santista,2022,19,202219,2022-05-08,32,1,15,17,32,0,0
Influenza,Baixada Santista,2022,20,202220,2022-05-15,38,0,13,25,38,0,0
Influenza,Baixada Santista,2022,21,202221,2022-05-22,49,0,18,31,49,0,0
Influenza,Baixada Santista,2022,22,202222,2022-05-29,41,1,21,20,41,0,0
Influenza,Baixada Santista,2022,23,202223,2022-06-05,60,0,33,27,60,0,0
Influenza,Baixada Santista,2022,24,202224,2022-06-12,69,0,39,30,69,0,0
Influenza,Baixada Santista,2022,25,202225,2022-06-19,72,0,34,38,72,0,0
Influenza,Baixada Santista,2022,26,202226,2022-06-26,86,1,46,40,86,0,0
Influenza,Baixada Santista,2022,27,202227,2022-07-03,77,0,41,36,77,0,0
Influenza,Baixada Santista,2022,28,202228,2022-07-10,63,0,35,28,63,0,0
Influenza,Baixada Santista,2022,29,202229,2022-07-17,35,1,16,19,35,0,0
Influenza,Baixada Santista,2022,30,202230,2022-07-24,42,0,22,20,42,0,0
Influenza,Baixada Santista,2022,31,202231,2022-07-31,36,0,20,16,36,0,0
Influenza,Baixada Santista,2022,32,202232,2022-08-07,33,0,16,17,33,0,0
Influenza,Baixada Santista,2022,33,202233,2022-08-14,68,2,32,36,68,0,0
Influenza,Baixada Santista,2022,34,202234,2022-08-21,41,0,20,21,41,0,0
Influenza,Baixada Santista,2022,35,202235,2022-08-28,45,0,19,26,45,0,0
Influenza,Baixada Santista,2022,36,202236,2022-09-04,41,0,18,23,41,0,0
Influenza,Baixada Santista,2022,37,202237,2022-09-11,36,0,16,20,36,0,0
Influenza,Baixada Santista,2022,38,202238,2022-09-18,34,0,13,21,34,0,0
Influenza,Baixada Santista,2022,39,202239,2022-09-25,34,3,13,21,34,0,0
Influenza,Baixada Santista,2022,40,202240,2022-10-02,40,1,23,17,40,0,0
Influenza,Baixada Santista,2022,41,202241,2022-10-09,34,0,17,17,34,0,0
Influenza,Baixada Santista,2022,42,202242,2022-10-16,47,3,30,17,47,0,0
Influenza,Baixada Santista,2022,43,202243,2022-10-23,46,4,20,26,46,0,0
Influenza,Baixada Santista,2022,44,202244,2022-10-30,29,2,11,18,29,0,0
Influenza,Baixada Santista,2022,45,202245,2022-11-06,59,2,31,28,59,0,0
Influenza,Baixada Santista,2022,46,202246,2022-11-13,92,0,41,51,92,0,0
Influenza,Baixada Santista,2022,47,202247,2022-11-20,100,0,47,53,100,0,0
Influenza,Baixada Santista,2022,48,202248,2022-11-27,69,1,35,34,69,0,0
Influenza,Baixada Santista,2022,49,202249,2022-12-04,56,0,30,26,56,0,0
Influenza,Baixada Santista,2022,50,202250,2022-12-11,63,1,32,31,63,0,0
Influenza,Baixada Santista,2022,51,202251,2022-12-18,57,0,30,27,57,0,0
Influenza,Baixada Santista,2022,52,202252,2022-12-25,66,1,22,44,66,0,0
Influenza,Baixada Santista,2023,1,202301,2023-01-01,63,1,30,33,63,0,0
Influenza,Baixada Santista,2023,2,202302,2023-01-08,49,0,17,32,49,0,0
Influenza,Baixada Santista,2023,3,202303,2023-01-15,55,1,28,27,55,0,0
Influenza,Baixada Santista,2023,4,202304,2023-01-22,57,0,30,27,57,0,0
Influenza,Baixada Santista,2023,5,202305,2023-01-29,59,0,31,28,59,0,0
Influenza,Baixada Santista,2023,6,202306,2023-02-05,68,1,32,36,68,0,0
Influenza,Baixada Santista,2023,7,202307,2023-02-12,53,1,26,27,53,0,0
Influenza,Baixada Santista,2023,8,202308,2023-02-19,57,5,29,28,57,0,0
Influenza,Baixada Santista,2023,9,202309,2023-02-26,67,2,28,39,67,0,0
Influenza,Baixada Santista,2023,10,202310,2023-03-05,84,1,38,46,84,0,0
Influenza,Baixada Santista,2023,11,202311,2023-03-12,63,1,36,27,63,0,0
Influenza,Baixada Santista,2023,12,202312,2023-03-19,79,4,39,40,79,0,0
Influenza,Baixada Santista,2023,13,202313,2023-03-26,53,2,20,33,53,0,0
Influenza,Baixada Santista,2023,14,202314,2023-04-02,63,4,37,26,63,0,0
Influenza,Baixada Santista,2023,15,202315,2023-04-09,77,4,28,49,77,0,0
Influenza,Baixada Santista,2023,16,202316,2023-04-16,51,1,27,24,51,0,0
Influenza,Baixada Santista,2023,17,202317,2023-04-23,44,0,19,25,44,0,0
Influenza,Baixada Santista,2023,18,202318,2023-04-30,33,0,19,14,33,0,0
Influenza,Baixada Santista,2023,19,202319,2023-05-07,39,1,19,20,39,0,0
Influenza,Baixada Santista,2023,20,202320,2023-05-14,37,1,21,16,37,0,0
Influenza,Baixada Santista,2023,21,202321,2023-05-21,56,8,28,28,56,0,0
Influenza,Baixada Santista,2023,22,202322,2023-05-28,49,6,29,20,49,0,0
Influenza,Baixada Santista,2023,23,202323,2023-06-04,69,6,32,37,69,0,0
Influenza,Baixada Santista,2023,24,202324,2023-06-11,67,4,31,36,67,0,0
Influenza,Baixada Santista,2023,25,202325,2023-06-18,63,5,29,34,63,0,0
Influenza,Baixada Santista,2023,26,202326,2023-06-25,69,8,43,26,69,0,0
Influenza,Baixada Santista,2023,27,202327,2023-07-02,51,3,25,26,51,0,0
Influenza,Baixada Santista,2023,28,202328,2023-07-09,61,5,28,33,61,0,0
Influenza,Baixada Santista,2023,29,202329,2023-07-16,26,3,11,15,26,0,0
Influenza,Baixada Santista,2023,30,202330,2023-07-23,30,2,14,16,30,0,0
Influenza,Baixada Santista,2023,31,202331,2023-07-30,42,2,18,24,42,0,0
Influenza,Baixada Santista,2023,32,202332,2023-08-06,47,1,18,29,47,0,0
Influenza,Baixada Santista,2023,33,202333,2023-08-13,38,3,20,18,38,0,0
Influenza,Baixada Santista,2023,34,202334,2023-08-20,44,0,20,24,44,0,0
Influenza,Baixada Santista,2023,35,202335,2023-08-27,40,1,20,20,40,0,0
Influenza,Baixada Santista,2023,36,202336,2023-09-03,36,0,15,21,36,0,0
Influenza,Baixada Santista,2023,37,202337,2023-09-10,49,0,15,34,49,0,0
Influenza,Baixada Santista,2023,38,202338,2023-09-17,37,0,18,19,37,0,0
Influenza,Baixada Santista,2023,39,202339,2023-09-24,40,0,15,25,40,0,0
Influenza,Baixada Santista,2023,40,202340,2023-10-01,71,0,31,40,71,0,0
Influenza,Baixada Santista,2023,41,202341,2023-10-08,62,0,30,32,62,0,0
Influenza,Baixada Santista,2023,42,202342,2023-10-15,72,0,32,40,72,0,0
Influenza,Baixada Santista,2023,43,202343,2023-10-22,43,0,17,26,43,0,0
Influenza,Baixada Santista,2023,44,202344,2023-10-29,51,1,26,25,51,0,0
Influenza,Baixada Santista,2023,45,202345,2023-11-05,46,2,20,26,46,0,0
Influenza,Baixada Santista,2023,46,202346,2023-11-12,42,1,21,21,42,0,0
Influenza,Baixada Santista,2023,47,202347,2023-11-19,44,0,19,25,44,0,0
Influenza,Baixada Santista,2023,48,202348,2023-11-26,32,0,16,16,32,0,0
Influenza,Baixada Santista,2023,49,202349,2023-12-03,39,0,23,16,39,0,0
Influenza,Baixada Santista,2023,50,202350,2023-12-10,35,0,15,20,35,0,0
Influenza,Baixada Santista,2023,51,202351,2023-12-17,40,0,14,26,40,0,0
Influenza,Baixada Santista,2023,52,202352,2023-12-24,25,1,12,13,25,0,0
Influenza,Baixada Santista,2024,1,202401,2024-01-07,28,2,10,18,28,0,0
Influenza,Baixada Santista,2024,2,202402,2024-01-14,24,0,8,16,24,0,0
Influenza,Baixada Santista,2024,3,202403,2024-01-21,20,0,8,12,20,0,0
Influenza,Baixada Santista,2024,4,202404,2024-01-28,29,1,11,18,29,0,0
Influenza,Baixada Santista,2024,5,202405,2024-02-04,33,1,20,13,33,0,0
Influenza,Baixada Santista,2024,6,202406,2024-02-11,52,0,26,26,52,0,0
Influenza,Baixada Santista,2024,7,202407,2024-02-18,36,2,12,24,36,0,0
Influenza,Baixada Santista,2024,8,202408,2024-02-25,59,6,35,24,59,0,0
Influenza,Baixada Santista,2024,9,202409,2024-03-03,69,5,34,35,69,0,0
Influenza,Baixada Santista,2024,10,202410,2024-03-10,44,3,21,23,44,0,0
Influenza,Baixada Santista,2024,11,202411,2024-03-17,79,11,28,51,79,0,0
Influenza,Baixada Santista,2024,12,202412,2024-03-24,39,6,20,19,39,0,0
Influenza,Baixada Santista,2024,13,202413,2024-03-31,42,9,20,22,42,0,0
Influenza,Baixada Santista,2024,14,202414,2024-04-07,56,5,28,28,56,0,0
Influenza,Baixada Santista,2024,15,202415,2024-04-14,55,9,19,36,55,0,0
Influenza,Baixada Santista,2024,16,202416,2024-04-21,64,20,25,39,64,0,0
Influenza,Baixada Santista,2024,17,202417,2024-04-28,58,21,30,28,58,0,0
Influenza,Baixada Santista,2024,18,202418,2024-05-05,50,15,35,15,50,0,0
Influenza,Baixada Santista,2024,19,202419,2024-05-12,49,12,27,22,49,0,0
Influenza,Baixada Santista,2024,20,202420,2024-05-19,40,8,20,20,40,0,0
Influenza,Baixada Santista,2024,21,202421,2024-05-26,39,0,19,20,39,0,0
Influenza,Baixada Santista,2024,22,202422,2024-06-02,29,4,15,14,29,0,0
Influenza,Baixada Santista,2024,23,202423,2024-06-09,48,5,19,29,48,0,0
Influenza,Baixada Santista,2024,24,202424,2024-06-16,49,4,26,23,49,0,0
Influenza,Baixada Santista,2024,25,202425,2024-06-23,43,1,20,23,43,0,0
Influenza,Baixada Santista,2024,26,202426,2024-06-30,25,2,11,14,25,0,0
Influenza,Baixada Santista,2024,27,202427,2024-07-07,45,2,22,23,45,0,0
Influenza,Baixada Santista,2024,28,202428,2024-07-14,30,2,14,16,30,0,0
Influenza,Baixada Santista,2024,29,202429,2024-07-21,25,0,13,12,25,0,0
Influenza,Baixada Santista,2024,30,202430,2024-07-28,37,0,20,17,37,0,0
Influenza,Baixada Santista,2024,31,202431,2024-08-04,36,2,21,15,36,0,0
Influenza,Baixada Santista,2024,32,202432,2024-08-11,31,2,9,22,31,0,0
Influenza,Baixada Santista,2024,33,202433,2024-08-18,54,4,25,29,54,0,0
Influenza,Baixada Santista,2024,34,202434,2024-08-25,52,3,22,30,52,0,0
Influenza,Baixada Santista,2024,35,202435,2024-09-01,35,3,14,21,35,0,0
Influenza,Baixada Santista,2024,36,202436,2024-09-08,51,0,27,24,51,0,0
Influenza,Baixada Santista,2024,37,202437,2024-09-15,48,2,26,22,48,0,0
Influenza,Baixada Santista,2024,38,202438,2024-09-22,42,2,22,20,42,0,0
Influenza,Baixada Santista,2024,39,202439,2024-09-29,28,1,11,17,28,0,0
Influenza,Baixada Santista,2024,40,202440,2024-10-06,36,2,19,17,36,0,0
Influenza,Baixada Santista,2024,41,202441,2024-10-13,44,4,23,21,44,0,0
Influenza,Baixada Santista,2024,42,202442,2024-10-20,30,0,14,16,30,0,0
Influenza,Baixada Santista,2024,43,202443,2024-10-27,54,6,18,36,54,0,0
Influenza,Baixada Santista,2024,44,202444,2024-11-03,35,3,16,19,35,0,0
Influenza,Baixada Santista,2024,45,202445,2024-11-10,27,4,12,15,27,0,0
Influenza,Baixada Santista,2024,46,202446,2024-11-17,38,3,17,21,38,0,0
Influenza,Baixada Santista,2024,47,202447,2024-11-24,52,9,26,26,52,0,0
Influenza,Baixada Santista,2024,48,202448,2024-12-01,38,5,14,24,38,0,0
Influenza,Baixada Santista,2024,49,202449,2024-12-08,31,4,11,20,31,0,0
Influenza,Baixada Santista,2024,50,202450,2024-12-15,29,7,15,14,29,0,0
Influenza,Baixada Santista,2024,51,202451,2024-12-22,39,6,22,17,39,0,0
Influenza,Baixada Santista,2024,52,202452,2024-12-29,24,2,12,12,24,0,0
Influenza,Baixada Santista,2025,1,202501,2025-01-05,50,1,29,21,50,0,0
Influenza,Baixada Santista,2025,2,202502,2025-01-12,34,1,16,18,34,0,0
Influenza,Baixada Santista,2025,3,202503,2025-01-19,39,3,23,16,39,0,0
Influenza,Baixada Santista,2025,4,202504,2025-01-26,22,0,9,13,22,0,0
Influenza,Baixada Santista,2025,5,202505,2025-02-02,27,0,14,13,27,0,0
Influenza,Baixada Santista,2025,6,202506,2025-02-09,34,0,17,17,34,0,0
Influenza,Baixada Santista,2025,7,202507,2025-02-16,41,4,22,19,41,0,0
Influenza,Baixada Santista,2025,8,202508,2025-02-23,55,3,26,29,55,0,0
Influenza,Baixada Santista,2025,9,202509,2025-03-02,64,3,34,30,64,0,0
Influenza,Baixada Santista,2025,10,202510,2025-03-09,47,1,20,27,47,0,0
Influenza,Baixada Santista,2025,11,202511,2025-03-16,74,2,37,37,74,0,0
Influenza,Baixada Santista,2025,12,202512,2025-03-23,67,4,34,33,67,0,0
Influenza,Baixada Santista,2025,13,202513,2025-03-30,91,10,44,47,91,0,0
Influenza,Baixada Santista,2025,14,202514,2025-04-06,83,4,39,44,83,0,0
Influenza,Baixada Santista,2025,15,202515,2025-04-13,94,11,46,48,94,0,0
Influenza,Baixada Santista,2025,16,202516,2025-04-20,101,17,41,60,101,0,0
Influenza,Baixada Santista,2025,17,202517,2025-04-27,120,25,64,56,120,0,0
Influenza,Baixada Santista,2025,18,202518,2025-05-04,143,30,63,80,143,0,0
Influenza,Baixada Santista,2025,19,202519,2025-05-11,134,36,65,69,134,0,0
Influenza,Baixada Santista,2025,20,202520,2025-05-18,112,22,58,54,112,0,0
Influenza,Baixada Santista,2025,21,202521,2025-05-25,120,29,52,68,120,0,0
Influenza,Baixada Santista,2025,22,202522,2025-06-01,89,12,46,43,89,0,0
Influenza,Baixada Santista,2025,23,202523,2025-06-08,92,13,42,50,92,0,0
Influenza,Baixada Santista,2025,24,202524,2025-06-15,84,6,38,46,84,0,0
Influenza,Baixada Santista,2025,25,202525,2025-06-22,101,9,46,55,101,0,0
Influenza,Baixada Santista,2025,26,202526,2025-06-29,60,6,38,22,60,0,0
Influenza,Baixada Santista,2025,27,202527,2025-07-06,65,4,23,42,65,0,0
Influenza,Baixada Santista,2025,28,202528,2025-07-13,52,6,23,29,52,0,0
Influenza,Baixada Santista,2025,29,202529,2025-07-20,40,0,18,22,40,0,0
Influenza,Baixada Santista,2025,30,202530,2025-07-27,40,0,22,18,40,0,0
Influenza,Baixada Santista,2025,31,202531,2025-08-03,34,2,16,18,34,0,0
Influenza,Baixada Santista,2025,32,202532,2025-08-10,47,0,23,24,47,0,0
Influenza,Baixada Santista,2025,33,202533,2025-08-17,56,0,24,32,56,0,0
Influenza,Baixada Santista,2025,34,202534,2025-08-24,50,1,18,32,50,0,0
Influenza,Baixada Santista,2025,35,202535,2025-08-31,60,1,28,32,60,0,0
Influenza,Baixada Santista,2025,36,202536,2025-09-07,64,1,32,32,64,0,0
Influenza,Baixada Santista,2025,37,202537,2025-09-14,61,1,35,26,61,0,0
Influenza,Baixada Santista,2025,38,202538,2025-09-21,53,3,30,23,53,0,0
Influenza,Baixada Santista,2025,39,202539,2025-09-28,53,4,20,33,53,0,0
Influenza,Baixada Santista,2025,40,202540,2025-10-05,58,4,33,25,58,0,0
Influenza,Baixada Santista,2025,41,202541,2025-10-12,45,1,22,23,45,0,0
Influenza,Baixada Santista,2025,42,202542,2025-10-19,56,3,33,23,56,0,0
Influenza,Baixada Santista,2025,43,202543,2025-10-26,64,10,34,30,64,0,0
Influenza,Baixada Santista,2025,44,202544,2025-11-02,78,11,42,36,78,0,0
Influenza,Baixada Santista,2025,45,202545,2025-11-09,64,12,27,37,64,0,0
Influenza,Baixada Santista,2025,46,202546,2025-11-16,64,10,26,38,64,0,0
Influenza,Baixada Santista,2025,47,202547,2025-11-23,56,7,25,31,56,0,0
Influenza,Baixada Santista,2025,48,202548,2025-11-30,37,7,21,16,37,0,0
Influenza,Baixada Santista,2025,49,202549,2025-12-07,38,4,16,22,38,0,0
Influenza,Baixada Santista,2025,50,202550,2025-12-14,38,6,12,26,38,0,0
Influenza,Baixada Santista,2025,51,202551,2025-12-21,30,5,15,15,30,0,0
Influenza,Baixada Santista,2025,52,202552,2025-12-28,25,1,15,10,25,0,0
Influenza,Baixada Santista,2026,2,202602,2026-01-11,21,1,6,15,21,0,0
Influenza,Baixada Santista,2026,3,202603,2026-01-18,18,2,7,11,18,0,0
Influenza,Baixada Santista,2026,4,202604,2026-01-25,19,3,13,6,19,0,0
Influenza,Baixada Santista,2026,5,202605,2026-02-01,20,3,9,11,20,0,0
Influenza,Baixada Santista,2026,6,202606,2026-02-08,23,1,14,9,23,0,0
Influenza,Baixada Santista,2026,7,202607,2026-02-15,39,7,14,25,39,0,0
Influenza,Baixada Santista,2026,8,202608,2026-02-22,41,5,23,18,41,0,0
Influenza,Baixada Santista,2026,9,202609,2026-03-01,40,7,19,21,40,0,0
Influenza,Baixada Santista,2026,10,202610,2026-03-08,54,4,31,23,54,0,0
Influenza,Baixada Santista,2026,11,202611,2026-03-15,51,5,22,29,51,0,0
Influenza,Baixada Santista,2026,12,202612,2026-03-22,87,21,35,52,87,0,0
Influenza,Baixada Santista,2026,13,202613,2026-03-29,75,23,40,35,75,0,0
Influenza,Baixada Santista,2026,14,202614,2026-04-05,114,32,47,67,114,0,0
Influenza,Baixada Santista,2026,15,202615,2026-04-12,109,34,45,64,109,0,0
Influenza,Baixada Santista,2026,16,202616,2026-04-19,106,24,43,63,106,0,0
Influenza,Baixada Santista,2026,17,202617,2026-04-26,128,32,71,57,128,0,0
Influenza,Baixada Santista,2026,18,202618,2026-05-03,119,21,61,58,119,0,0
Influenza,Baixada Santista,2026,19,202619,2026-05-10,88,8,55,33,88,0,0
Influenza,Baixada Santista,2026,20,202620,2026-05-17,121,21,56,65,121,0,0
Influenza,Baixada Santista,2026,21,202621,2026-05-24,146,22,63,83,146,0,0
Influenza,Baixada Santista,2026,22,202622,2026-05-31,121,15,61,60,121,0,0
Influenza,Baixada Santista,2026,23,202623,2026-06-07,132,20,57,75,132,0,0
Influenza,Baixada Santista,2026,24,202624,2026-06-14,135,11,65,70,135,0,0
Influenza,Baixada Santista,2026,25,202625,2026-06-21,104,9,48,56,104,0,0
Influenza,Baixada Santista,2026,26,202626,2026-06-28,113,9,49,64,113,0,0
Influenza,Baixada Santista,2026,27,202627,2026-07-05,115,11,53,62,115,0,0
Influenza,Baixada Santista,2026,28,202628,2026-07-12,84,7,49,35,84,0,0
Influenza,Baixada Santista,2026,29,202629,2026-07-19,71,5,35,36,71,0,0
Influenza,Baixada Santista,2026,30,202630,2026-07-26,53,3,31,22,53,0,0
Influenza,Baixada Santista,2026,31,202631,2026-08-02,52,1,24,28,52,0,0
Influenza,Baixada Santista,2026,32,202632,2026-08-09,48,2,19,29,48,0,0
Influenza,Baixada Santista,2026,33,202633,2026-08-16,53,1,21,32,53,0,0
Influenza,Baixada Santista,2026,34,202634,2026-08-23,62,0,27,35,62,0,0
Influenza,Baixada Santista,2026,35,202635,2026-08-30,40,1,19,21,40,0,0
Influenza,Baixada Santista,2026,36,202636,2026-09-06,24,1,10,14,24,0,0
Influenza,Baixada Santista,2026,37,202637,2026-09-13,4,0,1,3,4,0,0
Influenza,Cubatão,2021,1,202101,2021-01-03,11,0,4,7,11,0,0
Influenza,Cubatão,2021,2,202102,2021-01-10,16,0,10,6,16,0,0
Influenza,Cubatão,2021,3,202103,2021-01-17,17,0,8,9,17,0,0
Influenza,Cubatão,2021,4,202104,2021-01-24,13,0,6,7,13,0,0
Influenza,Cubatão,2021,5,202105,2021-01-31,9,0,4,5,9,0,0
Influenza,Cubatão,2021,6,202106,2021-02-07,13,0,5,8,13,0,0
Influenza,Cubatão,2021,7,202107,2021-02-14,18,0,11,7,18,0,0
Influenza,Cubatão,2021,8,202108,2021-02-21,18,0,9,9,18,0,0
Influenza,Cubatão,2021,9,202109,2021-02-28,31,0,18,13,31,0,0
Influenza,Cubatão,2021,10,202110,2021-03-07,44,0,28,16,44,0,0
Influenza,Cubatão,2021,11,202111,2021-03-14,43,0,22,21,43,0,0
Influenza,Cubatão,2021,12,202112,2021-03-21,38,0,22,16,38,0,0
Influenza,Cubatão,2021,13,202113,2021-03-28,33,0,14,19,33,0,0
Influenza,Cubatão,2021,14,202114,2021-04-04,20,0,11,9,20,0,0
Influenza,Cubatão,2021,15,202115,2021-04-11,34,0,15,19,34,0,0
Influenza,Cubatão,2021,16,202116,2021-04-18,25,0,13,12,25,0,0
Influenza,Cubatão,2021,17,202117,2021-04-25,31,0,15,16,31,0,0
Influenza,Cubatão,2021,18,202118,2021-05-02,21,0,8,13,21,0,0
Influenza,Cubatão,2021,19,202119,2021-05-09,33,0,14,19,33,0,0
Influenza,Cubatão,2021,20,202120,2021-05-16,41,0,21,20,41,0,0
Influenza,Cubatão,2021,21,202121,2021-05-23,37,0,16,21,37,0,0
Influenza,Cubatão,2021,22,202122,2021-05-30,30,0,14,16,30,0,0
Influenza,Cubatão,2021,23,202123,2021-06-06,41,0,18,23,41,0,0
Influenza,Cubatão,2021,24,202124,2021-06-13,26,0,15,11,26,0,0
Influenza,Cubatão,2021,25,202125,2021-06-20,22,0,15,7,22,0,0
Influenza,Cubatão,2021,26,202126,2021-06-27,16,0,5,11,16,0,0
Influenza,Cubatão,2021,27,202127,2021-07-04,17,0,8,9,17,0,0
Influenza,Cubatão,2021,28,202128,2021-07-11,14,0,8,6,14,0,0
Influenza,Cubatão,2021,29,202129,2021-07-18,18,0,7,11,18,0,0
Influenza,Cubatão,2021,30,202130,2021-07-25,8,0,2,6,8,0,0
Influenza,Cubatão,2021,31,202131,2021-08-01,4,0,2,2,4,0,0
Influenza,Cubatão,2021,32,202132,2021-08-08,11,0,6,5,11,0,0
Influenza,Cubatão,2021,33,202133,2021-08-15,7,0,3,4,7,0,0
Influenza,Cubatão,2021,34,202134,2021-08-22,9,0,7,2,9,0,0
Influenza,Cubatão,2021,35,202135,2021-08-29,12,0,5,7,12,0,0
Influenza,Cubatão,2021,36,202136,2021-09-05,7,0,2,5,7,0,0
Influenza,Cubatão,2021,37,202137,2021-09-12,11,0,2,9,11,0,0
Influenza,Cubatão,2021,38,202138,2021-09-19,19,0,10,9,19,0,0
Influenza,Cubatão,2021,39,202139,2021-09-26,35,0,17,18,35,0,0
Influenza,Cubatão,2021,40,202140,2021-10-03,16,0,6,10,16,0,0
Influenza,Cubatão,2021,41,202141,2021-10-10,8,0,4,4,8,0,0
Influenza,Cubatão,2021,42,202142,2021-10-17,1,0,0,1,1,0,0
Influenza,Cubatão,2021,43,202143,2021-10-24,9,0,5,4,9,0,0
Influenza,Cubatão,2021,44,202144,2021-10-31,9,0,3,6,9,0,0
Influenza,Cubatão,2021,45,202145,2021-11-07,5,0,1,4,5,0,0
Influenza,Cubatão,2021,46,202146,2021-11-14,8,0,4,4,8,0,0
Influenza,Cubatão,2021,47,202147,2021-11-21,7,0,4,3,7,0,0
Influenza,Cubatão,2021,48,202148,2021-11-28,11,0,4,7,11,0,0
Influenza,Cubatão,2021,49,202149,2021-12-05,11,2,6,5,11,0,0
Influenza,Cubatão,2021,50,202150,2021-12-12,35,0,20,15,35,0,0
Influenza,Cubatão,2021,51,202151,2021-12-19,25,5,18,7,25,0,0
Influenza,Cubatão,2021,52,202152,2021-12-26,30,3,19,11,30,0,0
Influenza,Cubatão,2022,1,202201,2022-01-02,18,3,5,13,18,0,0
Influenza,Cubatão,2022,2,202202,2022-01-09,16,0,7,9,16,0,0
Influenza,Cubatão,2022,3,202203,2022-01-16,18,0,11,7,18,0,0
Influenza,Cubatão,2022,4,202204,2022-01-23,10,1,5,5,10,0,0
Influenza,Cubatão,2022,5,202205,2022-01-30,8,1,4,4,8,0,0
Influenza,Cubatão,2022,6,202206,2022-02-06,8,0,4,4,8,0,0
Influenza,Cubatão,2022,7,202207,2022-02-13,7,0,6,1,7,0,0
Influenza,Cubatão,2022,8,202208,2022-02-20,4,0,1,3,4,0,0
Influenza,Cubatão,2022,9,202209,2022-02-27,3,0,1,2,3,0,0
Influenza,Cubatão,2022,10,202210,2022-03-06,2,0,0,2,2,0,0
Influenza,Cubatão,2022,11,202211,2022-03-13,10,0,3,7,10,0,0
Influenza,Cubatão,2022,12,202212,2022-03-20,1,0,0,1,1,0,0
Influenza,Cubatão,2022,13,202213,2022-03-27,4,0,1,3,4,0,0
Influenza,Cubatão,2022,14,202214,2022-04-03,4,0,2,2,4,0,0
Influenza,Cubatão,2022,15,202215,2022-04-10,4,0,1,3,4,0,0
Influenza,Cubatão,2022,16,202216,2022-04-17,1,0,0,1,1,0,0
Influenza,Cubatão,2022,17,202217,2022-04-24,2,0,0,2,2,0,0
Influenza,Cubatão,2022,18,202218,2022-05-01,7,0,2,5,7,0,0
Influenza,Cubatão,2022,19,202219,2022-05-08,1,0,0,1,1,0,0
Influenza,Cubatão,2022,20,202220,2022-05-15,3,0,1,2,3,0,0
Influenza,Cubatão,2022,21,202221,2022-05-22,3,0,2,1,3,0,0
Influenza,Cubatão,2022,22,202222,2022-05-29,3,0,1,2,3,0,0
Influenza,Cubatão,2022,23,202223,2022-06-05,2,0,2,0,2,0,0
Influenza,Cubatão,2022,24,202224,2022-06-12,4,0,2,2,4,0,0
Influenza,Cubatão,2022,25,202225,2022-06-19,5,0,2,3,5,0,0
Influenza,Cubatão,2022,26,202226,2022-06-26,6,0,4,2,6,0,0
Influenza,Cubatão,2022,27,202227,2022-07-03,5,0,4,1,5,0,0
Influenza,Cubatão,2022,28,202228,2022-07-10,3,0,1,2,3,0,0
Influenza,Cubatão,2022,29,202229,2022-07-17,4,0,2,2,4,0,0
Influenza,Cubatão,2022,30,202230,2022-07-24,7,0,5,2,7,0,0
Influenza,Cubatão,2022,31,202231,2022-07-31,3,0,3,0,3,0,0
Influenza,Cubatão,2022,32,202232,2022-08-07,6,0,4,2,6,0,0
Influenza,Cubatão,2022,33,202233,2022-08-14,3,0,2,1,3,0,0
Influenza,Cubatão,2022,34,202234,2022-08-21,2,0,1,1,2,0,0
Influenza,Cubatão,2022,35,202235,2022-08-28,2,0,2,0,2,0,0
Influenza,Cubatão,2022,36,202236,2022-09-04,2,0,0,2,2,0,0
Influenza,Cubatão,2022,40,202240,2022-10-02,1,0,1,0,1,0,0
Influenza,Cubatão,2022,41,202241,2022-10-09,1,0,1,0,1,0,0
Influenza,Cubatão,2022,42,202242,2022-10-16,2,0,2,0,2,0,0
Influenza,Cubatão,2022,45,202245,2022-11-06,1,0,0,1,1,0,0
Influenza,Cubatão,2022,46,202246,2022-11-13,1,0,1,0,1,0,0
Influenza,Cubatão,2022,51,202251,2022-12-18,1,0,1,0,1,0,0
Influenza,Cubatão,2023,2,202302,2023-01-08,1,0,0,1,1,0,0
Influenza,Cubatão,2023,4,202304,2023-01-22,1,0,1,0,1,0,0
Influenza,Cubatão,2023,20,202320,2023-05-14,2,0,0,2,2,0,0
Influenza,Cubatão,2023,23,202323,2023-06-04,1,0,1,0,1,0,0
Influenza,Cubatão,2023,26,202326,2023-06-25,2,0,2,0,2,0,0
Influenza,Cubatão,2023,31,202331,2023-07-30,1,0,1,0,1,0,0
Influenza,Cubatão,2023,38,202338,2023-09-17,1,0,0,1,1,0,0
Influenza,Cubatão,2023,39,202339,2023-09-24,1,0,0,1,1,0,0
Influenza,Cubatão,2023,40,202340,2023-10-01,1,0,1,0,1,0,0
Influenza,Cubatão,2023,41,202341,2023-10-08,2,0,1,1,2,0,0
